step,episodes,frames_total,cell,loss,accuracy,gradient_norm,clipped,frames,seconds,gamma,gamma_gradient_preclip,diagnostics
8413,520,11248,five_tasks,0.9294562339782715,0.425,3.53403902053833,1,146,4.581112861633301,0.0015559267485514283,-0.0013478072360157967,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8414,560,11744,five_tasks,0.9268660187721253,0.375,3.9606242179870605,1,62,2.032858371734619,0.001620389288291335,-5.9300800785422325e-06,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8415,600,12512,five_tasks,0.9646554112434387,0.275,3.545722723007202,1,96,2.9891233444213867,0.0017000233056023717,-0.0022220194805413485,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8416,640,13504,five_tasks,0.7560449004173279,0.675,2.3537285327911377,1,124,3.8583929538726807,0.0017730979016050696,-6.0523569118231535e-05,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8417,680,14352,five_tasks,0.8295848846435547,0.475,2.187800168991089,1,106,3.3249616622924805,0.001832917332649231,0.0003950849350076169,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8418,720,15192,five_tasks,0.9465664386749267,0.35,3.0187911987304688,1,105,3.2441794872283936,0.0019059526966884732,-0.0016263503348454833,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8419,760,16280,five_tasks,0.8702014565467835,0.4,2.0921905040740967,1,136,4.2164146900177,0.0019889904651790857,-0.0010019883047789335,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8420,800,16872,five_tasks,0.8433791756629944,0.55,3.5047154426574707,1,74,2.3347017765045166,0.002060582395642996,0.0003790713963098824,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8421,840,17640,five_tasks,0.8197385191917419,0.55,1.65365731716156,1,96,3.0304059982299805,0.0021168410312384367,0.00039882236160337925,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8422,880,18512,five_tasks,0.857874596118927,0.45,2.5091702938079834,1,109,3.411233425140381,0.002121965168043971,0.003127860836684704,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8423,920,19384,five_tasks,0.8062959909439087,0.45,2.9076178073883057,1,109,3.3774518966674805,0.0021034746896475554,0.0019026568625122309,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8424,960,20160,five_tasks,0.8126358270645142,0.5,1.6065407991409302,1,97,3.0189404487609863,0.002092971233651042,-0.0002845360431820154,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8425,1000,21088,five_tasks,0.8090910196304322,0.425,1.8242634534835815,1,116,3.5808277130126953,0.0020650792866945267,0.0009344521095044911,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8426,1040,21960,five_tasks,0.896581494808197,0.475,2.266328811645508,1,109,3.3549976348876953,0.002036123303696513,0.00022161612287163734,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8427,1080,22928,five_tasks,0.8224367439746857,0.45,2.9949657917022705,1,121,3.8240935802459717,0.001998396124690771,0.0009314432390965521,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8428,1120,23664,five_tasks,0.7614976942539216,0.575,2.7398681640625,1,92,2.959688186645508,0.001959434011951089,0.00033958483254536986,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8429,1160,24312,five_tasks,0.8864513516426087,0.45,2.197843313217163,1,81,2.521108865737915,0.0019250832265242934,-6.71275265631266e-05,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8430,1200,25128,five_tasks,0.8123434782028198,0.525,1.2884678840637207,1,102,3.1803832054138184,0.0019050606060773134,-0.00038035388570278883,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8431,1240,26056,five_tasks,0.8823553681373596,0.325,1.3611184358596802,1,116,3.5542104244232178,0.0019362863386049867,-0.0017990064807236195,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8432,1280,27032,five_tasks,0.7962021589279175,0.575,2.4263391494750977,1,122,3.7726986408233643,0.0019789887592196465,-0.0009363639983348548,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8433,1320,27648,five_tasks,0.8251881778240204,0.475,2.379260301589966,1,77,2.4518661499023438,0.0020204544998705387,-0.0001624809519853443,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8434,1360,28320,five_tasks,0.8408247232437134,0.475,1.9679315090179443,1,84,2.6083247661590576,0.0020431033335626125,0.0007770365918986499,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8435,1400,29456,five_tasks,0.9057045698165893,0.35,2.8238391876220703,1,142,4.344393014907837,0.002095917472615838,-0.00243086158297956,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8436,1440,30240,five_tasks,0.8803419589996337,0.425,2.7238106727600098,1,98,3.0895941257476807,0.0021685997489839792,-0.0018012014916166663,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8437,1480,31216,five_tasks,0.8168994665145874,0.55,1.6261252164840698,1,122,3.7599003314971924,0.0022033846471458673,0.00131201499607414,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8438,1520,31992,five_tasks,0.8721180081367492,0.4,1.4483704566955566,1,97,3.0441930294036865,0.0022524625528603792,-0.0006679293001070619,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8439,1560,32704,five_tasks,0.8887551188468933,0.425,2.2471561431884766,1,89,2.8358590602874756,0.002307852962985635,-0.0006308570737019181,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8440,1600,33800,five_tasks,0.838734257221222,0.425,1.1838494539260864,1,137,4.237892150878906,0.0023443237878382206,0.0004218610702082515,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8441,1640,34576,five_tasks,0.8302588701248169,0.4,3.1089956760406494,1,97,3.0455856323242188,0.002354471245780587,0.0018222348298877478,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8442,1680,35296,five_tasks,0.8620392441749573,0.45,1.5840764045715332,1,90,2.7880148887634277,0.0023424136452376842,0.0008601121953688562,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8443,1720,36080,five_tasks,0.8320086240768433,0.45,3.5042431354522705,1,98,3.04668927192688,0.002301146974787116,0.0027299202047288418,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8444,1760,36912,five_tasks,0.841869592666626,0.525,1.4226757287979126,1,104,3.2576053142547607,0.002253664890304208,0.00036052364157512784,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8445,1800,37808,five_tasks,0.7991690516471863,0.55,2.534916639328003,1,112,3.4630682468414307,0.002205946948379278,0.00028913759160786867,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8446,1840,38608,five_tasks,0.8694168090820312,0.4,1.698364496231079,1,100,3.1369097232818604,0.002181173535063863,-0.0007813412230461836,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8447,1880,39712,five_tasks,0.8600043654441833,0.475,1.3870446681976318,1,138,4.283322811126709,0.002184564946219325,-0.0008886322611942887,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
8448,1920,40320,five_tasks,0.859396469593048,0.5,2.087822437286377,1,76,2.393826484680176,0.0021742789540439844,0.0006889467476867139,"{""orientation_cued"": {}, ""motion_duration_cued"": {}, ""krauzlis_cued_motion"": {}, ""spatial_binding"": {}, ""image_recognition"": {}}"
